time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-25T02:52:03.515Z,-32.6281,-179.8806,205.75,4.5,mb,,106,3.754,0.67,us,us6000gf59,2021-12-25T03:23:33.040Z,"south of the Kermadec Islands",earthquake,13.1,10.3,0.139,18,reviewed,us,us
2021-12-25T02:49:49.530Z,40.3253333,-124.7583333,19.58,2.9,ml,59,234,0.3547,0.19,nc,nc73668401,2021-12-27T20:07:20.531Z,"40km W of Petrolia, CA",earthquake,0.89,0.64,0.289,16,reviewed,nc,nc
2021-12-25T02:36:19.967Z,60.1756,-153.2497,123.1,3,ml,,,,0.71,ak,ak021ghrc7yd,2021-12-25T02:51:54.040Z,"59 km E of Port Alsworth, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-12-25T02:30:02.460Z,33.3763333,-116.8705,6.74,0.44,ml,23,72,0.0236,0.17,ci,ci39896103,2022-01-04T21:04:33.184Z,"2km NNW of Palomar Observatory, CA",earthquake,0.24,0.42,0.072,7,reviewed,ci,ci
2021-12-25T02:29:35.370Z,33.3748333,-116.8636667,6.33,0.55,ml,17,72,0.02118,0.16,ci,ci37376172,2022-01-04T21:07:56.034Z,"2km N of Palomar Observatory, CA",earthquake,0.3,0.54,0.122,8,reviewed,ci,ci
2021-12-25T02:25:50.555Z,-16.7787,-72.9666,70.89,4.2,mb,,143,2.962,0.73,us,us6000gf51,2021-12-25T02:56:38.040Z,"32 km SW of El Cardo, Peru",earthquake,9.2,13.2,0.128,19,reviewed,us,us
2021-12-25T02:14:28.280Z,34.282,-116.9135,6.12,0.94,ml,21,60,0.02055,0.11,ci,ci39896095,2022-01-04T20:25:53.922Z,"4km N of Big Bear Lake, CA",earthquake,0.19,0.29,0.254,8,reviewed,ci,ci
2021-12-25T02:12:58.230Z,33.3781667,-116.8741667,6.04,1.42,ml,44,25,0.02632,0.22,ci,ci39896087,2021-12-25T18:08:05.308Z,"3km NNW of Palomar Observatory, CA",earthquake,0.24,0.77,0.126,27,reviewed,ci,ci
2021-12-25T02:12:30.360Z,36.4976667,-121.0706667,5.55,1.35,md,20,89,0.04352,0.07,nc,nc73668391,2021-12-28T19:57:12.323Z,"8km ESE of Pinnacles, CA",earthquake,0.26,0.67,0.223,20,reviewed,nc,nc
2021-12-25T02:12:04.750Z,19.1846675872803,-155.427001953125,32.4599990844727,1.88,md,24,171,,0.109999999,hv,hv72845477,2021-12-25T02:15:08.450Z,"Island of Hawaii, Hawaii",earthquake,0.61,0.970000029,1.88,4,automatic,hv,hv
2021-12-25T02:11:50.050Z,36.0735,-120.226,6.81,1.15,md,14,277,0.07968,0.07,nc,nc73668396,2021-12-28T19:47:11.279Z,"12km NW of Avenal, CA",earthquake,1.92,0.99,0.163,4,reviewed,nc,nc
2021-12-25T02:05:23.793Z,62.258,-150.1395,20.5,0.7,ml,,,,0.4,ak,ak021ghr5fv6,2021-12-25T22:13:19.028Z,"7 km SSW of Talkeetna, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-25T02:01:44.080Z,33.6755,-116.73,13.79,0.43,ml,16,101,0.03794,0.12,ci,ci39896079,2022-01-03T22:32:01.064Z,"7km S of Idyllwild, CA",earthquake,0.33,0.53,0.139,3,reviewed,ci,ci
2021-12-25T01:59:52.490Z,33.1395,-115.6358333,7.7,1.87,ml,56,32,0.04148,0.22,ci,ci39896071,2022-01-04T20:21:56.470Z,"11km W of Calipatria, CA",earthquake,0.18,0.34,0.203,22,reviewed,ci,ci
2021-12-25T01:41:53.857Z,63.3046,-145.338,8.7,1.2,ml,,,,0.23,ak,ak021ghqrxei,2021-12-25T01:55:11.561Z,"27 km NNE of Paxson, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-25T01:36:04.670Z,37.5818333,-118.7781667,6.27,0.44,md,8,298,0.04129,0.02,nc,nc73668386,2021-12-25T05:59:11.633Z,"9km WNW of Toms Place, CA",earthquake,1.58,0.73,0.165,7,reviewed,nc,nc
2021-12-25T00:51:51.540Z,19.1776676177979,-155.487503051758,35.5,2.1099999,md,19,82,,0.170000002,hv,hv72845442,2021-12-25T00:55:04.180Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.76,1.54999995,1.40999997,6,automatic,hv,hv
2021-12-25T00:51:43.830Z,37.6253333,-118.8635,5.72,0.12,md,8,83,0.006345,0.03,nc,nc73668381,2021-12-29T23:10:48.860Z,"10km E of Mammoth Lakes, CA",earthquake,0.85,3.18,0.215,8,reviewed,nc,nc
2021-12-25T00:50:10.803Z,-19.743,-177.6812,417.47,4.9,mb,,115,4.504,0.89,us,us6000gf4u,2021-12-25T01:08:12.040Z,"Fiji region",earthquake,11.9,7.1,0.042,177,reviewed,us,us
2021-12-25T00:49:15.000Z,19.3439998626709,-155.185501098633,0.129999995231628,1.92,ml,36,98,,0.239999995,hv,hv72845437,2021-12-25T00:54:46.200Z,"12 km SSE of Volcano, Hawaii",earthquake,0.52,0.310000002,4.08,10,automatic,hv,hv
2021-12-25T00:48:20.642Z,65.0071,-147.4131,0.2,1.7,ml,,,,1.09,ak,ak021ghq7x9b,2021-12-25T00:52:54.741Z,"11 km ENE of Fox, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-25T00:42:09.220Z,18.8888333333333,-155.166333333333,9.73,2.17,md,21,262,,0.13,hv,hv72845422,2022-01-10T06:34:03.040Z,"47 km ESE of Naalehu, Hawaii",earthquake,0.82,0.67,0.0507207540699532,9,reviewed,hv,hv
2021-12-25T00:41:21.980Z,33.472,-116.5041667,13.04,1.09,ml,30,57,0.085,0.12,ci,ci39896063,2022-01-04T20:04:24.339Z,"18km ESE of Anza, CA",earthquake,0.16,0.33,0.15,19,reviewed,ci,ci
2021-12-25T00:26:54.880Z,35.7976667,-117.6235,7.51,1.06,ml,19,93,0.02778,0.09,ci,ci39896047,2022-01-04T19:54:38.942Z,"20km W of Searles Valley, CA",earthquake,0.15,0.32,0.276,6,reviewed,ci,ci
2021-12-25T00:24:30.329Z,61.806,-151.2531,77.4,1.6,ml,,,,0.41,ak,ak021ghq2st5,2021-12-25T00:30:32.190Z,"21 km SSE of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-12-25T00:15:52.790Z,37.4905,-118.8485,3.9,0.85,md,14,267,0.1005,0.05,nc,nc73668376,2021-12-25T05:29:11.983Z,"17km WSW of Toms Place, CA",earthquake,0.76,31.61,0.046,10,reviewed,nc,nc
2021-12-24T23:59:55.886Z,47.3788,6.8318,9.51,4.1,mb,,88,0.866,0.79,us,us6000gf4p,2022-01-12T12:53:00.745Z,"1 km WSW of Blamont, France",earthquake,3.9,3.2,0.262,4,reviewed,us,us
2021-12-24T23:54:24.066Z,38.3947,-116.1672,1.1,1.8,ml,4,132.53,0.889,0.0553,nn,nn00830469,2021-12-28T21:45:32.331Z,"91 km NNW of Rachel, Nevada",earthquake,,2.4,0.22,2,reviewed,nn,nn
2021-12-24T23:49:54.574Z,38.1652,-117.8182,7.8,1.5,ml,18,112.21,0.114,0.124,nn,nn00830467,2021-12-29T16:25:52.738Z,"35 km SE of Mina, Nevada",earthquake,,1.7,1.02,6,reviewed,nn,nn
2021-12-24T23:44:45.930Z,41.9421667,-112.702,2.87,1,md,7,194,0.1713,0.2,uu,uu60473687,2021-12-29T16:08:40.360Z,"2 km SSE of Snowville, Utah",earthquake,1.22,10.55,0.121,5,reviewed,uu,uu
2021-12-24T23:37:01.470Z,40.3361667,-124.2456667,26.43,1.74,md,12,142,0.08084,0.13,nc,nc73668371,2021-12-29T19:48:11.160Z,"4km ENE of Petrolia, CA",earthquake,1.08,0.81,0.247,7,reviewed,nc,nc
2021-12-24T23:27:30.080Z,36.5541667,-121.16,7.12,1.86,md,22,162,0.02608,0.06,nc,nc73668366,2021-12-31T07:52:11.339Z,"3km NNW of Pinnacles, CA",earthquake,0.46,0.31,0.196,21,reviewed,nc,nc
2021-12-24T23:17:36.232Z,37.3835,-104.3472,5,1.3,ml,,213,0.249,0.15,us,us6000gg2f,2021-12-29T08:25:09.040Z,"11 km NNE of Hoehne, Colorado",earthquake,1.7,1.9,0.128,8,reviewed,us,us
2021-12-24T23:17:23.010Z,38.8033333,-122.7806667,2.8,1.47,md,47,42,0.009911,0.04,nc,nc73668361,2022-01-01T01:29:12.131Z,"4km NW of The Geysers, CA",earthquake,0.15,0.28,0.115,14,reviewed,nc,nc
2021-12-24T23:09:36.490Z,35.6006667,-120.7463333,8.82,1.46,md,32,114,0.04872,0.07,nc,nc73668356,2021-12-31T00:00:11.285Z,"7km NNW of Templeton, CA",earthquake,0.21,0.43,0.222,20,reviewed,nc,nc
2021-12-24T23:06:26.900Z,38.7721667,-122.7168333,1.46,0.74,md,17,75,0.01174,0.08,nc,nc73670041,2021-12-31T23:18:10.961Z,"2km W of Anderson Springs, CA",earthquake,0.32,0.4,0.026,3,reviewed,nc,nc
2021-12-24T22:56:38.784Z,63.0191,-150.6212,93.6,2.2,ml,,,,0.92,ak,ak021ggftv7r,2021-12-24T23:01:32.183Z,"58 km N of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-24T22:55:41.120Z,35.637,-117.4113333,7.14,2,ml,34,70,0.06525,0.17,ci,ci39896023,2022-01-04T19:48:02.875Z,"14km SSW of Trona, CA",earthquake,0.21,0.49,0.164,19,reviewed,ci,ci
2021-12-24T22:47:13.070Z,33.7195,-116.7738333,16.3,0.9,ml,24,104,0.05042,0.13,ci,ci39896015,2022-01-04T19:36:19.029Z,"6km WSW of Idyllwild, CA",earthquake,0.24,0.36,0.138,6,reviewed,ci,ci
2021-12-24T22:43:45.640Z,36.805,-97.61633333,4.75,1.47,ml,54,58,0.2006606235,0.32,ok,ok2021zdzp,2022-01-03T16:35:38.888Z,"8 km W of Deer Creek, Oklahoma",earthquake,,1.1,0.23,22,reviewed,ok,ok
2021-12-24T22:32:36.120Z,33.4051667,-116.3341667,14.19,1.02,ml,22,85,0.04737,0.18,ci,ci39896007,2021-12-25T18:09:15.055Z,"17km NNE of Borrego Springs, CA",earthquake,0.35,0.57,0.12,20,reviewed,ci,ci
2021-12-24T22:23:55.916Z,57.1686,-155.1585,36.1,1.6,ml,,,,0.24,ak,ak021ggfmtcq,2021-12-24T22:27:47.734Z,"61 km SW of Karluk, Alaska",earthquake,,4.9,,,automatic,ak,ak
2021-12-24T22:13:49.587Z,61.9678,-149.8795,53.3,1.3,ml,,,,0.74,ak,ak021ggfko8e,2021-12-24T22:17:06.441Z,"21 km S of Susitna North, Alaska",earthquake,,1.7,,,automatic,ak,ak
2021-12-24T22:10:48.902Z,-9.2594,-79.1486,61.98,4.6,mb,,139,3.534,0.68,us,us6000gf4g,2021-12-24T23:38:41.567Z,"62 km WSW of Puerto Santa, Peru",earthquake,10.2,8.3,0.083,44,reviewed,us,us
2021-12-24T21:57:49.030Z,44.1631667,-114.5098333,9.48,2.3,ml,16,60,0.604,0.16,mb,mb80534434,2021-12-27T16:08:55.600Z,"13 km SW of Clayton, Idaho",earthquake,0.43,1.16,0.077,11,reviewed,mb,mb
2021-12-24T21:39:23.984Z,-58.0238,-23.0978,10,5,mb,,49,8.358,0.8,us,us6000gf4f,2021-12-24T22:41:18.040Z,"South Sandwich Islands region",earthquake,8.3,1.6,0.091,38,reviewed,us,us
2021-12-24T21:39:00.902Z,63.4212,-151.2362,2.6,1.9,ml,,,,0.82,ak,ak021ggf4kxe,2021-12-24T21:48:13.369Z,"27 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-24T21:38:53.137Z,60.3782,-152.4449,85.4,1.1,ml,,,,0.11,ak,ak021ggf4lsx,2021-12-24T21:44:22.662Z,"56 km NW of Ninilchik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-12-24T21:34:02.984Z,-5.9561,142.3573,10,5,mb,,69,10.519,1.01,us,us6000gf49,2021-12-24T21:57:11.040Z,"66 km W of Tari, Papua New Guinea",earthquake,9.6,1.6,0.083,49,reviewed,us,us
2021-12-24T21:22:50.064Z,57.8019,-153.935,40.8,2,ml,,,,0.2,ak,ak021ggf163y,2021-12-24T21:26:30.502Z,"29 km N of Larsen Bay, Alaska",earthquake,,2.9,,,automatic,ak,ak
2021-12-24T21:17:18.830Z,19.1940002441406,-155.470672607422,34.7000007629395,2.19,ml,36,94,,0.119999997,hv,hv72845217,2021-12-24T22:29:50.040Z,"1 km SE of Pāhala, Hawaii",earthquake,0.53,0.980000019,4.35,7,automatic,hv,hv
2021-12-24T21:15:52.490Z,33.4625,-116.493,11.13,0.81,ml,25,60,0.09675,0.2,ci,ci39895991,2021-12-25T18:10:28.163Z,"20km ESE of Anza, CA",earthquake,0.37,0.69,0.095,16,reviewed,ci,ci
2021-12-24T21:13:05.701Z,57.087,-154.1861,24.3,1.9,ml,,,,0.54,ak,ak021ggez5qx,2021-12-24T23:07:13.172Z,"15 km N of Akhiok, Alaska",earthquake,,1,,,reviewed,ak,ak
2021-12-24T21:10:36.900Z,35.6138333,-117.4023333,8.18,1.72,ml,24,130,0.05589,0.19,ci,ci39895983,2021-12-25T18:11:38.233Z,"17km S of Trona, CA",earthquake,0.39,0.8,0.104,27,reviewed,ci,ci
2021-12-24T21:10:33.711Z,56.993,-156.0765,52.6,2.6,ml,,,,0.53,ak,ak021ggeyk90,2021-12-24T22:23:38.040Z,"98 km SE of Ugashik, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-12-24T21:07:30.515Z,62.4798,-142.8052,0.9,1.7,ml,,,,0.25,ak,ak021ggexwvt,2021-12-24T21:20:49.756Z,"16 km NE of Nabesna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-24T21:00:59.020Z,19.1658325195312,-155.47200012207,32.9199981689453,2.1099999,md,31,87,,0.140000001,hv,hv72845192,2021-12-24T21:04:02.520Z,"4 km S of Pāhala, Hawaii",earthquake,0.57,0.889999986,1.09000003,15,automatic,hv,hv
2021-12-24T20:54:53.080Z,19.2501659393311,-155.410827636719,30.7000007629395,1.86000001,md,28,126,,0.119999997,hv,hv72845182,2021-12-24T20:58:02.620Z,"8 km NE of Pāhala, Hawaii",earthquake,0.63,0.850000024,0.970000029,11,automatic,hv,hv
2021-12-24T20:32:42.390Z,18.8705,-155.199833333333,10.35,3.34,ml,44,260,,0.13,hv,hv72845167,2021-12-27T19:32:02.830Z,"45 km ESE of Naalehu, Hawaii",earthquake,0.58,0.47,0.171297458703737,35,reviewed,hv,hv
2021-12-24T20:18:45.068Z,60.3611,-143.4695,0,1.8,ml,,,,0.59,ak,ak021ggeev96,2021-12-24T20:22:23.142Z,"123 km SSW of McCarthy, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-12-24T20:15:05.365Z,62.4464,-148.3371,33.5,1.7,ml,,,,1.03,ak,ak021ggee51k,2021-12-24T20:20:12.766Z,"72 km N of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-24T20:12:51.214Z,40.1513,-119.6528,7.9,1.2,ml,4,178.44,0.064,0.1206,nn,nn00830681,2021-12-29T21:08:24.618Z,"22 km NNW of Sutcliffe, Nevada",earthquake,,3.8,0.27,4,reviewed,nn,nn
2021-12-24T20:01:36.070Z,19.2241668701172,-155.387161254883,30.8899993896484,1.99000001,md,25,152,,0.140000001,hv,hv72845102,2021-12-24T20:04:40.690Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.61,1.00999999,0.99000001,3,automatic,hv,hv
2021-12-24T19:58:25.623Z,58.4611,-153.7401,71.2,1.7,ml,,,,0.33,ak,ak021gge1yqh,2021-12-24T20:03:20.914Z,"66 km NW of Aleneva, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-12-24T19:56:36.620Z,60.8546,-150.2093,38,1.4,ml,,,,0.36,ak,ak021gge1k7i,2021-12-24T20:00:00.281Z,"27 km ESE of Point Possession, Alaska",earthquake,,1.3,,,automatic,ak,ak
2021-12-24T19:55:26.000Z,34.9266667,-119.2265,1.29,1.53,ml,10,146,0.07034,0.19,ci,ci39895951,2022-01-03T18:42:22.866Z,"11km NW of Pine Mountain Club, CA",earthquake,0.62,0.5,0.092,4,reviewed,ci,ci
2021-12-24T19:54:10.260Z,19.2408333333333,-155.389166666667,31.86,3.15,ml,51,141,,0.12,hv,hv72845087,2021-12-27T19:44:31.630Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.4,0.55,0.187486507579284,36,reviewed,hv,hv
2021-12-24T19:51:18.130Z,42.6091667,-111.4141667,13.04,1.68,md,6,151,0.2791,0.08,uu,uu60473637,2021-12-30T16:16:41.970Z,"14 km NNW of Georgetown, Idaho",earthquake,0.75,1.23,0.135,4,reviewed,uu,uu
2021-12-24T19:45:07.160Z,36.0903333,-117.8635,3.98,1.11,ml,10,148,0.02808,0.04,ci,ci37375812,2022-01-03T19:02:11.034Z,"9km ENE of Coso Junction, CA",earthquake,0.16,0.25,0.224,4,reviewed,ci,ci
2021-12-24T19:45:00.600Z,36.0888333,-117.8633333,4.02,0.93,ml,14,69,0.0295,0.04,ci,ci39895935,2022-01-03T18:58:50.706Z,"9km ENE of Coso Junction, CA",earthquake,0.11,0.16,0.138,6,reviewed,ci,ci
2021-12-24T19:41:41.900Z,36.0903333,-117.8628333,2.7,1.95,ml,25,49,0.02795,0.11,ci,ci39895927,2021-12-25T18:12:55.857Z,"9km ENE of Coso Junction, CA",earthquake,0.18,0.46,0.258,26,reviewed,ci,ci
2021-12-24T19:34:10.400Z,38.8338333,-122.804,1.7,0.55,md,10,78,0.01145,0.01,nc,nc73670006,2021-12-31T23:12:10.545Z,"7km W of Cobb, CA",earthquake,0.32,1.09,,1,reviewed,nc,nc
2021-12-24T19:30:47.401Z,63.0262,-151.6453,4.9,1.9,ml,,,,0.77,ak,ak021ggdw0eh,2021-12-24T19:35:47.851Z,"57 km S of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-24T19:22:33.270Z,33.6821667,-116.7748333,16.39,1.46,ml,45,33,0.05826,0.2,ci,ci39895911,2021-12-25T18:14:02.345Z,"8km SW of Idyllwild, CA",earthquake,0.26,0.42,0.185,29,reviewed,ci,ci
2021-12-24T18:59:34.384Z,22.5128,101.6039,10,4.2,mb,,83,2.233,1.18,us,us6000gf3n,2021-12-25T20:34:09.040Z,"105 km NNW of Phôngsali, Laos",earthquake,7.4,1.9,0.153,12,reviewed,us,us
2021-12-24T18:55:05.020Z,36.0976667,-117.8463333,1.54,1.54,ml,21,67,0.02104,0.16,ci,ci39895895,2021-12-25T18:15:11.794Z,"11km ENE of Coso Junction, CA",earthquake,0.24,0.3,0.175,23,reviewed,ci,ci
2021-12-24T18:49:01.558Z,62.9955,-149.3927,22.9,0.8,ml,,,,0.64,ak,ak021ggdefcv,2021-12-24T22:56:01.087Z,"49 km SSW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-12-24T18:37:18.906Z,62.965,-150.6787,20.6,1.6,ml,,,,0.81,ak,ak021ggdc0vc,2021-12-24T18:47:25.792Z,"52 km N of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-24T18:32:40.730Z,36.0988333,-117.8471667,2.04,2.24,ml,25,93,0.01972,0.12,ci,ci39895887,2021-12-25T18:16:21.230Z,"11km ENE of Coso Junction, CA",earthquake,0.21,0.24,0.17,26,reviewed,ci,ci
2021-12-24T18:30:13.390Z,40.4353333,-124.2628333,25.59,2.87,ml,21,125,0.06971,0.15,nc,nc73668326,2021-12-28T22:05:12.188Z,"12km N of Petrolia, CA",earthquake,0.79,0.57,0.178,16,reviewed,nc,nc
2021-12-24T18:20:15.900Z,36.19733333,-97.38533333,5.06,1.36,ml,42,79,0.1367731604,0.38,ok,ok2021zdqx,2022-01-03T16:27:12.414Z,"5 km N of Orlando, Oklahoma",earthquake,,1,0.23,20,reviewed,ok,ok
2021-12-24T18:15:13.250Z,59.6505,-152.5677,81.2,2,ml,,,,0.37,ak,ak021ggd7afw,2021-12-24T18:23:23.182Z,"43 km WSW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-12-24T18:01:34.914Z,44.3793,-115.1366,16.65,2.8,ml,,41,0.938,0.78,us,us6000gf2z,2021-12-25T19:52:06.040Z,"23 km NW of Stanley, Idaho",earthquake,2.2,1.4,0.037,94,reviewed,us,us
2021-12-24T17:58:57.121Z,34.6166,73.1308,29.19,4.5,mb,,97,0.97,0.97,us,us6000gf2y,2021-12-25T18:14:41.040Z,"11 km SE of Battagram, Pakistan",earthquake,5.2,5.4,0.089,43,reviewed,us,us
2021-12-24T17:50:36.852Z,62.1394,-145.2578,206.7,2.3,ml,,,,0.81,ak,ak021ggctepx,2021-12-24T17:54:09.797Z,"12 km NE of Tazlina, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-12-24T17:47:34.293Z,62.4912,-143.0859,12.6,2,ml,,,,0.81,ak,ak021ggcsrf9,2021-12-24T17:51:59.455Z,"13 km NNW of Nabesna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-12-24T17:44:28.620Z,44.3586,-115.1906,13.44,3,ml,,37,0.929,0.64,us,us6000gf2s,2021-12-26T02:00:45.980Z,"25 km NW of Stanley, Idaho",earthquake,2.2,9,0.031,136,reviewed,us,us
2021-12-24T17:42:51.881Z,-22.3277,-68.5771,113.3,4.7,mwr,,34,0.722,1,us,us6000gf2r,2021-12-25T17:14:23.040Z,"38 km ENE of Calama, Chile",earthquake,4.9,4.9,,,reviewed,us,guc
2021-12-24T17:35:33.760Z,35.7046667,-117.5446667,4.07,0.99,ml,17,133,0.1189,0.15,ci,ci39895847,2022-01-04T19:28:50.949Z,"14km WSW of Searles Valley, CA",earthquake,0.27,0.72,0.141,7,reviewed,ci,ci
2021-12-24T17:30:45.920Z,33.4616667,-116.4756667,13.44,1.07,ml,30,64,0.1062,0.16,ci,ci39895839,2022-01-04T19:05:18.256Z,"21km ESE of Anza, CA",earthquake,0.2,0.43,0.11,13,reviewed,ci,ci
2021-12-24T17:30:38.310Z,33.4625,-116.4731667,13.21,0.49,ml,18,73,0.1064,0.09,ci,ci37376140,2022-01-04T19:21:31.469Z,"21km ESE of Anza, CA",earthquake,0.22,0.46,0.066,7,reviewed,ci,ci
2021-12-24T17:30:28.440Z,33.4668333,-116.4703333,13.6,0.7,ml,12,75,0.1137,0.1,ci,ci37376148,2022-01-04T19:21:16.175Z,"21km ESE of Anza, CA",earthquake,0.32,0.69,0.168,4,reviewed,ci,ci
2021-12-24T17:28:12.400Z,18.0288,-66.7901,19,2.7,md,15,109,0.104,0.18,pr,pr2021358006,2021-12-24T18:04:44.533Z,"1 km N of Guayanilla, Puerto Rico",earthquake,0.51,0.91,0.33,9,reviewed,pr,pr
2021-12-24T17:23:01.340Z,33.7203333,-119.409,21.49,2.92,ml,31,167,0.3967,0.31,ci,ci39895831,2022-01-04T18:54:28.192Z,"36km SSE of Santa Cruz Is. (E end), CA",earthquake,0.62,1.45,0.163,10,reviewed,ci,ci
2021-12-24T17:12:15.810Z,36.1063333,-117.8503333,3.41,1.15,ml,15,68,0.01181,0.13,ci,ci39895823,2021-12-25T18:17:32.158Z,"11km NE of Coso Junction, CA",earthquake,0.24,0.35,0.136,16,reviewed,ci,ci
2021-12-24T17:05:42.970Z,38.5278,-118.1628,7.8,1.2,ml,16,115.99,0.095,0.1011,nn,nn00830464,2021-12-29T16:59:58.827Z,"15 km NNW of Mina, Nevada",earthquake,,1.6,0.09,3,reviewed,nn,nn
2021-12-24T16:57:44.171Z,-37.8856,178.9348,10,4.1,mb,,220,0.593,0.65,us,us6000gf2i,2021-12-24T17:39:23.040Z,"117 km NE of Gisborne, New Zealand",earthquake,6.3,1.9,0.151,12,reviewed,us,us
2021-12-24T16:47:59.390Z,38.7805,-122.765,1.06,0.24,md,15,76,0.009782,0.03,nc,nc73669966,2021-12-31T23:07:16.879Z,"1km WNW of The Geysers, CA",earthquake,0.29,0.54,0.352,2,reviewed,nc,nc
2021-12-24T16:35:36.254Z,61.0155,-147.0071,23.5,1.4,ml,,,,0.3,ak,ak021ggc4rbt,2021-12-24T16:39:22.381Z,"24 km NW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-24T16:18:11.520Z,46.6401667,-113.4325,5.87,0.82,ml,6,160,0.397,0.13,mb,mb80534594,2021-12-27T23:41:32.470Z,"22 km W of Drummond, Montana",earthquake,1.02,9.28,,0,reviewed,mb,mb
2021-12-24T16:09:17.750Z,36.0213333,-117.8475,2.59,0.81,ml,13,108,0.03733,0.1,ci,ci39895759,2021-12-24T16:38:12.390Z,"9km ESE of Coso Junction, CA",earthquake,0.21,0.24,0.108,9,reviewed,ci,ci
2021-12-24T16:07:55.680Z,38.7736667,-122.7441667,2.09,1.43,md,40,70,0.01119,0.04,nc,nc73668316,2021-12-31T11:57:10.986Z,"1km ESE of The Geysers, CA",earthquake,0.19,0.28,0.024,7,reviewed,nc,nc
2021-12-24T16:05:50.940Z,19.1733341217041,-155.489166259766,35.5299987792969,1.76,ml,39,90,,0.129999995,hv,hv72844987,2021-12-24T16:11:21.250Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.51,0.610000014,5.04,3,automatic,hv,hv
2021-12-24T15:57:35.070Z,38.7906667,-122.7601667,2.39,0.28,md,17,99,0.00995,0.02,nc,nc73669961,2021-12-31T23:01:10.490Z,"2km NNW of The Geysers, CA",earthquake,0.26,0.52,0.304,2,reviewed,nc,nc
2021-12-24T15:53:31.920Z,35.6631667,-117.4326667,7.37,1.26,ml,27,75,0.1155,0.15,ci,ci39895743,2022-01-04T18:39:48.180Z,"12km SSW of Searles Valley, CA",earthquake,0.19,0.98,0.227,12,reviewed,ci,ci
2021-12-24T15:51:29.120Z,40.3266667,-124.8075,9.55,3.27,ml,31,242,0.3885,0.12,nc,nc73668306,2021-12-28T02:32:10.823Z,"44km W of Petrolia, CA",earthquake,0.62,1.35,0.176,19,reviewed,nc,nc
2021-12-24T15:38:48.160Z,38.3668333,-112.7665,3.5,0.83,md,9,226,0.08644,0.02,uu,uu60473587,2021-12-30T16:13:34.860Z,"14 km NW of Beaver, Utah",earthquake,1.58,1.9,0.248,3,reviewed,uu,uu
2021-12-24T15:28:37.877Z,-18.7353,-177.627,445.27,4.5,mb,,123,4.222,1.09,us,us6000gf2a,2021-12-24T17:19:54.040Z,"Fiji region",earthquake,13.6,7.6,0.076,51,reviewed,us,us
2021-12-24T15:17:41.930Z,38.8173333,-122.7573333,0.34,1.47,md,40,50,0.01238,0.07,nc,nc73668301,2021-12-31T10:49:11.343Z,"3km W of Cobb, CA",earthquake,0.15,0.25,0.111,7,reviewed,nc,nc
2021-12-24T15:15:49.007Z,61.1949,-152.9838,29.8,1.3,ml,,,,0.63,ak,ak021ggbf2im,2021-12-24T15:24:04.242Z,"100 km W of Tyonek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-24T15:14:08.747Z,59.7321,-152.2724,83.1,1.7,ml,,,,0.61,ak,ak021ggberk6,2021-12-24T15:20:53.730Z,"25 km WSW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-12-24T15:05:18.270Z,17.939,-66.9066,8,2.42,md,18,214,0.0453,0.1,pr,pr2021358005,2021-12-24T16:11:16.828Z,"3 km S of Guánica, Puerto Rico",earthquake,0.41,0.38,0.38,6,reviewed,pr,pr
2021-12-24T15:03:24.444Z,64.065,-22.1689,10,4.6,mb,,37,0.776,1,us,us7000g9jw,2022-01-10T15:48:16.040Z,"8 km WSW of Álftanes, Iceland",earthquake,4.4,1.8,0.08,48,reviewed,us,us
