time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-08T17:08:24.880Z,40.414,-124.233,26.39,2.3,md,27,94,0.08576,0.09,nc,nc73675736,2022-01-13T02:06:10.777Z,"11km NNE of Petrolia, CA",earthquake,0.45,0.66,0.166,18,reviewed,nc,nc
2022-01-08T17:01:39.140Z,38.831665,-122.8150024,2.29,0.36,md,9,84,0.009111,0.01,nc,nc73675731,2022-01-08T17:16:12.307Z,"8km NW of The Geysers, CA",earthquake,0.5,1.58,,1,automatic,nc,nc
2022-01-08T16:52:38.800Z,38.8134995,-122.7743301,0.66,0.55,md,8,84,0.0172,0.03,nc,nc73675726,2022-01-08T18:11:12.616Z,"4km NNW of The Geysers, CA",earthquake,0.32,0.7,,1,automatic,nc,nc
2022-01-08T16:43:02.070Z,38.8310013,-122.8126678,1.82,0.85,md,8,133,0.007861,0.01,nc,nc73675721,2022-01-08T17:45:10.460Z,"8km NW of The Geysers, CA",earthquake,0.52,1.19,,1,automatic,nc,nc
2022-01-08T16:27:30.760Z,19.1733341217041,-155.477493286133,35.6500015258789,2.04999995,md,39,83,,0.119999997,hv,hv72862292,2022-01-08T16:30:43.810Z,"3 km S of Pāhala, Hawaii",earthquake,0.7,0.889999986,0.319999993,13,automatic,hv,hv
2022-01-08T16:11:12.430Z,51.899,-176.541833333333,2.15,1.82,ml,10,150,,0.24,av,av91459241,2022-01-09T21:11:13.280Z,"6 km ENE of Adak, Alaska",earthquake,0.66,0.82,0.320625053368611,10,reviewed,av,av
2022-01-08T16:09:24.550Z,38.8311667,-122.8178333,1.72,0.39,md,18,58,0.009847,0.02,nc,nc73675716,2022-01-12T23:57:11.276Z,"8km NW of The Geysers, CA",earthquake,0.22,0.34,0.164,3,reviewed,nc,nc
2022-01-08T16:09:08.470Z,38.7431679,-122.713501,0.49,0.83,md,12,137,0.02043,0.03,nc,nc73675711,2022-01-08T16:25:10.242Z,"4km SSW of Anderson Springs, CA",earthquake,0.34,0.33,0.06,5,automatic,nc,nc
2022-01-08T16:01:38.240Z,19.2053337097168,-155.432006835938,32.5400009155273,1.77999997,md,30,136,,0.119999997,hv,hv72862277,2022-01-08T16:04:52.480Z,"4 km E of Pāhala, Hawaii",earthquake,0.59,0.839999974,0.769999981,5,automatic,hv,hv
2022-01-08T15:56:06.321Z,-58.815,-24.9718,10,4.9,mb,,95,7.813,1.08,us,us7000ga77,2022-01-08T16:19:53.040Z,"South Sandwich Islands region",earthquake,12.7,1.9,0.074,60,reviewed,us,us
2022-01-08T15:42:37.990Z,38.9121667,-122.9183333,3.82,1,md,26,189,0.06306,0.03,nc,nc73675706,2022-01-13T00:26:11.436Z,"10km SW of Kelseyville, CA",earthquake,0.41,0.76,0.32,8,reviewed,nc,nc
2022-01-08T15:41:47.430Z,33.326,-116.3836667,9.83,0.96,ml,43,53,0.01385,0.19,ci,ci39906007,2022-01-11T19:39:00.075Z,"8km N of Borrego Springs, CA",earthquake,0.2,0.4,0.129,22,reviewed,ci,ci
2022-01-08T15:40:09.430Z,36.7421667,-121.3656667,7.6,0.93,md,13,113,0.06904,0.08,nc,nc73675701,2022-01-13T05:21:11.082Z,"7km SW of Tres Pinos, CA",earthquake,0.42,1.16,0.353,13,reviewed,nc,nc
2022-01-08T15:37:23.640Z,51.9008333333333,-176.5535,2.88,2.23,ml,15,139,,0.2,av,av91459226,2022-01-09T21:08:27.500Z,"6 km ENE of Adak, Alaska",earthquake,0.49,0.66,0.255706391624756,17,reviewed,av,av
2022-01-08T15:34:43.280Z,38.8151665,-122.7949982,2.17,0.74,md,14,69,0.007192,0.01,nc,nc73675696,2022-01-08T16:55:11.434Z,"5km NW of The Geysers, CA",earthquake,0.32,0.61,0.1,2,automatic,nc,nc
2022-01-08T15:22:53.070Z,44.6768333,-110.0588333,14.93,1.32,md,9,90,0.09387,0.1,uu,uu60029769,2022-01-10T21:00:10.660Z,"37 km S of Silver Gate, Montana",earthquake,0.53,0.59,0.133,5,reviewed,uu,uu
2022-01-08T15:22:48.750Z,44.6786667,-110.0588333,11.51,-1.07,md,6,120,0.1111,0.13,uu,uu60476777,2022-01-10T16:31:23.640Z,"36 km S of Silver Gate, Montana",earthquake,1.35,2.19,0.407,4,reviewed,uu,uu
2022-01-08T15:20:15.519Z,62.6137,-152.1605,0.1,2.5,ml,,,,0.95,ak,ak022dhcllw,2022-01-08T19:28:31.040Z,"Central Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-01-08T15:17:18.430Z,38.7763329,-122.7246704,1.61,0.54,md,8,73,0.01167,0.01,nc,nc73675691,2022-01-08T16:29:11.264Z,"3km E of The Geysers, CA",earthquake,0.33,0.7,0.2,3,automatic,nc,nc
2022-01-08T15:12:37.240Z,35.862,-117.6876667,6.61,0.64,ml,18,46,0.08234,0.1,ci,ci39905999,2022-01-11T19:30:51.030Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.35,0.219,6,reviewed,ci,ci
2022-01-08T15:00:13.110Z,19.238000869751,-155.410003662109,33,1.74000001,md,25,135,,0.159999996,hv,hv72862237,2022-01-08T15:03:21.810Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.62,1.04999995,0.870000005,3,automatic,hv,hv
2022-01-08T14:55:43.380Z,33.6398333,-116.7278333,14.14,0.33,ml,17,78,0.05359,0.06,ci,ci39905975,2022-01-11T18:49:54.788Z,"11km NNW of Anza, CA",earthquake,0.19,0.35,0.215,3,reviewed,ci,ci
2022-01-08T14:54:59.740Z,36.4838333,-89.559,8.77,1.39,md,24,87,0.05674,0.04,nm,nm60378591,2022-01-10T14:48:30.610Z,"6 km SE of Marston, Missouri",earthquake,0.47,0.64,0.134,15,reviewed,nm,nm
2022-01-08T14:49:03.230Z,36.9598333,-121.5978333,4.18,0.96,md,17,55,0.01343,0.08,nc,nc73675686,2022-01-12T22:57:11.394Z,"6km SSW of Gilroy, CA",earthquake,0.25,0.39,0.146,15,reviewed,nc,nc
2022-01-08T14:48:43.610Z,19.2315,-155.4255,33.97,2.7,ml,53,126,,0.13,hv,hv72862222,2022-01-12T21:22:03.120Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.42,0.48,0.118171293864769,28,reviewed,hv,hv
2022-01-08T14:47:49.170Z,17.9375,-66.8205,10,2.89,md,15,205,0.0697,0.1,pr,pr2022008000,2022-01-08T15:03:56.705Z,"6 km S of Indios, Puerto Rico",earthquake,0.42,0.48,0.4,6,reviewed,pr,pr
2022-01-08T14:31:45.034Z,63.5712,-149.2152,47.4,1.6,ml,,,,0.84,ak,ak022dgtl2q,2022-01-08T14:42:41.917Z,"23 km SW of Denali Park, Alaska",earthquake,,1,,,automatic,ak,ak
2022-01-08T14:30:41.570Z,38.8343315,-122.8143311,2.11,0.85,md,10,71,0.01142,0.01,nc,nc73675681,2022-01-08T15:37:10.926Z,"8km W of Cobb, CA",earthquake,0.37,0.78,,1,automatic,nc,nc
2022-01-08T14:29:22.040Z,38.8411674,-122.824501,1.63,0.37,md,14,94,0.008958,0.01,nc,nc73675676,2022-01-08T15:12:10.777Z,"9km WNW of Cobb, CA",earthquake,0.23,0.56,,1,automatic,nc,nc
2022-01-08T14:28:31.803Z,65.6561,-145.2182,0,1.9,ml,,,,0.56,ak,ak022dgsxsn,2022-01-08T14:36:20.844Z,"21 km WNW of Central, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-01-08T14:20:27.041Z,-4.8536,133.7813,29.73,4.7,mb,,75,2.455,1.06,us,us7000ga6u,2022-01-08T17:50:41.040Z,"142 km NE of Tual, Indonesia",earthquake,8.4,4.2,0.108,28,reviewed,us,us
2022-01-08T14:05:22.580Z,38.8606682,-122.8010025,1.51,0.38,md,7,157,0.01845,0.03,nc,nc73675671,2022-01-08T14:47:11.638Z,"8km WNW of Cobb, CA",earthquake,1.3,2.27,,1,automatic,nc,nc
2022-01-08T13:45:23.840Z,37.4343333,-118.5011667,2.92,1.09,md,13,139,0.05773,0.05,nc,nc73675666,2022-01-08T19:30:11.738Z,"9km ENE of Round Valley, CA",earthquake,0.38,31.61,0.31,13,reviewed,nc,nc
2022-01-08T13:33:35.068Z,60.4852,-140.397,28.5,1.7,ml,,,,1.47,ak,ak022dg8k5e,2022-01-08T13:37:44.256Z,"111 km NNW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-08T13:32:40.111Z,61.0831,-152.3651,107.2,1.8,ml,,,,0.79,ak,ak022dg8ctj,2022-01-08T13:37:44.114Z,"66 km W of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-01-08T13:30:46.160Z,37.9948333,-122.2135,8.55,0.91,md,20,57,0.00615,0.07,nc,nc73675661,2022-01-13T21:39:10.514Z,"6km SSW of Port Costa, CA",earthquake,0.26,0.4,0.128,13,reviewed,nc,nc
2022-01-08T13:25:21.940Z,58.3238333333333,-154.895166666667,16.88,0.3,ml,6,207,,0.2,av,av91459181,2022-01-09T07:54:29.050Z,"88 km NNW of Karluk, Alaska",earthquake,0.84,1.16,0.357045273176924,6,reviewed,av,av
2022-01-08T13:21:25.810Z,33.7058333,-116.7491667,15.21,0.44,ml,22,72,0.02966,0.1,ci,ci39905903,2022-01-10T01:21:41.839Z,"5km SW of Idyllwild, CA",earthquake,0.21,0.34,0.116,4,reviewed,ci,ci
2022-01-08T13:19:14.130Z,19.1628341674805,-155.460006713867,32.5099983215332,1.91999996,md,38,161,,0.100000001,hv,hv72862172,2022-01-08T13:22:18.170Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.5,0.579999983,0.949999988,8,automatic,hv,hv
2022-01-08T13:14:42.180Z,36.2776667,-89.5131667,7.74,1.51,md,20,69,0.02169,0.07,nm,nm60378581,2022-01-10T15:32:11.700Z,"2 km NW of Ridgely, Tennessee",earthquake,0.46,0.64,0.091,16,reviewed,nm,nm
2022-01-08T13:13:42.410Z,35.6031667,-117.4131667,9.2,1.05,ml,30,71,0.04328,0.13,ci,ci39905887,2022-01-11T18:36:01.058Z,"18km S of Trona, CA",earthquake,0.19,0.41,0.114,13,reviewed,ci,ci
2022-01-08T13:12:18.680Z,36.0073333,-117.8083333,-0.14,0.47,ml,10,80,0.02479,0.13,ci,ci37377580,2022-01-10T16:38:32.931Z,"12km NE of Little Lake, CA",earthquake,0.19,0.56,0.126,4,reviewed,ci,ci
2022-01-08T13:11:51.480Z,36.0055,-117.8128333,1.38,0.73,ml,8,87,0.02319,0.09,ci,ci37377628,2022-01-10T17:11:13.995Z,"11km NE of Little Lake, CA",earthquake,0.24,0.47,0.295,3,reviewed,ci,ci
2022-01-08T13:11:49.390Z,36.0053333,-117.8071667,1.57,0.48,ml,11,78,0.02284,0.14,ci,ci37377588,2022-01-10T17:05:10.671Z,"12km NE of Little Lake, CA",earthquake,0.26,0.31,0.108,3,reviewed,ci,ci
2022-01-08T13:11:47.370Z,36.0091667,-117.8145,1.81,0.45,ml,5,245,0.02701,0.02,ci,ci37377620,2022-01-10T17:08:08.977Z,"12km NE of Little Lake, CA",earthquake,0.39,0.14,0.208,3,reviewed,ci,ci
2022-01-08T13:11:32.900Z,36.0023333,-117.8041667,1.11,-0.17,ml,8,83,0.02016,0.14,ci,ci37377596,2022-01-10T16:36:35.643Z,"12km NE of Little Lake, CA",earthquake,0.27,0.44,0.044,3,reviewed,ci,ci
2022-01-08T13:11:23.190Z,36.006,-117.8105,1.28,0.65,ml,13,71,0.0235,0.07,ci,ci39905895,2022-01-10T16:33:44.631Z,"12km NE of Little Lake, CA",earthquake,0.13,0.17,0.261,3,reviewed,ci,ci
2022-01-08T13:10:28.960Z,37.4365,-112.988,1.69,0.92,ml,7,150,0.1357,0.08,uu,uu60476772,2022-01-10T16:12:50.550Z,"20 km ESE of Kanarraville, Utah",earthquake,0.49,8.14,0.126,3,reviewed,uu,uu
2022-01-08T13:08:50.440Z,19.1598339080811,-155.46516418457,31.7399997711182,2.24,ml,43,89,,0.129999995,hv,hv72862152,2022-01-08T19:16:27.040Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.56,0.800000012,4.2,9,automatic,hv,hv
2022-01-08T13:00:56.190Z,36.0125,-117.8123333,-1.34,0.65,ml,10,89,0.03008,0.18,ci,ci39905863,2022-01-10T16:31:33.350Z,"12km NE of Little Lake, CA",earthquake,0.37,0.93,0.146,3,reviewed,ci,ci
2022-01-08T12:54:57.980Z,51.8965,-176.546666666667,2.13,2.14,ml,13,141,,0.17,av,av91459156,2022-01-09T21:37:36.120Z,"6 km ENE of Adak, Alaska",earthquake,0.44,0.56,0.331248518816434,15,reviewed,av,av
2022-01-08T12:54:48.600Z,35.8655,-117.6638333,5.53,1.22,ml,25,47,0.07328,0.1,ci,ci39905855,2022-01-11T17:59:15.515Z,"23km ESE of Little Lake, CA",earthquake,0.13,0.4,0.141,16,reviewed,ci,ci
2022-01-08T12:54:05.760Z,51.8956666666667,-176.550333333333,1.97,2.28,ml,14,142,,0.14,av,av91459151,2022-01-09T07:45:39.760Z,"6 km ENE of Adak, Alaska",earthquake,0.39,0.53,0.299274651571928,17,reviewed,av,av
2022-01-08T12:49:10.928Z,62.1655,-152.0846,98.1,2.5,ml,,,,0.6,ak,ak022dfqi49,2022-01-08T13:08:14.040Z,"40 km WNW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-01-08T12:45:57.050Z,38.7863333,-122.7146667,1.77,0.26,md,19,68,0.006033,0.03,nc,nc73675656,2022-01-12T21:40:11.390Z,"2km WNW of Anderson Springs, CA",earthquake,0.17,0.33,0.051,2,reviewed,nc,nc
2022-01-08T12:44:00.618Z,59.9988,-152.8585,110.2,2.3,ml,,,,0.49,ak,ak022dfpeqi,2022-01-08T12:59:55.040Z,"62 km WNW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-01-08T12:43:58.290Z,33.4858333,-116.4945,13.14,0.92,ml,45,42,0.06862,0.19,ci,ci39905847,2022-01-11T17:39:15.005Z,"18km ESE of Anza, CA",earthquake,0.18,0.42,0.151,24,reviewed,ci,ci
2022-01-08T12:38:45.510Z,36.5731667,-121.1676667,3.03,2.49,md,61,65,,0.11,nc,nc73675651,2022-01-12T22:25:11.099Z,"5km NNW of Pinnacles, CA",earthquake,0.17,0.27,0.153,71,reviewed,nc,nc
2022-01-08T12:32:39.602Z,60.881,-147.0313,17.1,2,ml,,,,0.64,ak,ak022dfmx6j,2022-01-08T12:36:16.174Z,"19 km W of Tatitlek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-01-08T12:20:47.730Z,35.8693333,-117.7086667,5.77,1.36,ml,30,34,0.07592,0.14,ci,ci39905831,2022-01-11T17:30:13.220Z,"19km ESE of Little Lake, CA",earthquake,0.16,0.53,0.15,22,reviewed,ci,ci
2022-01-08T12:17:37.370Z,19.1650009155273,-155.461334228516,31.6000003814697,1.83000004,md,39,159,,0.109999999,hv,hv72862122,2022-01-08T12:20:48.240Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.51,0.670000017,1.83000004,4,automatic,hv,hv
2022-01-08T12:08:18.540Z,51.8898333333333,-176.575333333333,4.26,1.4,ml,5,246,,0.17,av,av91046718,2022-01-10T20:22:53.540Z,"4 km ENE of Adak, Alaska",earthquake,1.4,1.09,0.16036814085464,4,reviewed,av,av
2022-01-08T12:08:07.032Z,34.3246,24.2926,10,4.4,mb,,175,1.079,0.51,us,us7000ga6b,2022-01-08T12:35:05.040Z,"59 km SSE of Kastrí, Greece",earthquake,5,1.8,0.112,23,reviewed,us,us
2022-01-08T12:04:15.460Z,38.1856,-117.8772,10.1,0.4,ml,8,180.45,0.08,0.0661,nn,nn00831404,2022-01-08T12:08:46.529Z,"30 km SE of Mina, Nevada",earthquake,,1.2,0.24,3,automatic,nn,nn
2022-01-08T12:00:29.070Z,35.917,-117.6696667,9.14,0.44,ml,18,75,0.03458,0.06,ci,ci39905823,2022-01-11T17:24:04.327Z,"22km E of Little Lake, CA",earthquake,0.12,0.28,0.066,5,reviewed,ci,ci
2022-01-08T12:00:21.740Z,51.8865,-176.5745,1.95,0.97,ml,6,166,,0.27,av,av91046713,2022-01-10T20:20:26.770Z,"4 km ENE of Adak, Alaska",earthquake,0.79,1.09,0.378644109936094,6,reviewed,av,av
2022-01-08T11:55:39.082Z,37.411,-117.0754,0,1.3,ml,13,114.86,0.184,0.1652,nn,nn00831400,2022-01-10T23:28:55.913Z,"35 km SSE of Goldfield, Nevada",earthquake,,0,0.93,4,reviewed,nn,nn
2022-01-08T11:47:56.900Z,58.7683333333333,-153.771833333333,4.11,0.43,ml,5,335,,0.12,av,av91046708,2022-01-10T20:08:12.120Z,"93 km NNW of Aleneva, Alaska",earthquake,1.82,0.68,0.164344017027854,5,reviewed,av,av
2022-01-08T11:47:13.981Z,58.7564,-153.427,13.7,1.9,ml,,,,0.87,ak,ak022df4nc6,2022-01-10T20:03:44.010Z,"83 km NNW of Aleneva, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-01-08T11:46:54.910Z,58.3353333333333,-154.8345,5.08,-0.1,ml,7,210,,0.09,av,av91459091,2022-01-09T07:28:34.120Z,"88 km NNW of Karluk, Alaska",earthquake,0.46,0.59,0.232831078563943,7,reviewed,av,av
2022-01-08T11:41:43.060Z,37.4091667,-118.6808333,3.41,0.73,md,12,146,0.1091,0.3,nc,nc73675636,2022-01-08T20:39:11.179Z,"7km W of Round Valley, CA",earthquake,3.78,14.49,0.19,11,reviewed,nc,nc
2022-01-08T11:39:40.320Z,51.8986666666667,-176.551333333333,2,3.62,ml,15,140,,0.16,av,av91459081,2022-01-09T07:25:59.270Z,"6 km ENE of Adak, Alaska",earthquake,0.37,0.49,0.249693784634649,24,reviewed,av,av
2022-01-08T11:28:03.904Z,11.9545,-87.1759,43.48,4.4,mb,,171,0.733,0.46,us,us7000ga68,2022-01-08T11:49:08.040Z,"58 km S of Corinto, Nicaragua",earthquake,6.6,11.1,0.055,97,reviewed,us,us
2022-01-08T11:17:36.490Z,38.8073349,-122.8239975,2.43,0.85,md,17,66,0.004327,0.02,nc,nc73675631,2022-01-08T11:32:11.357Z,"7km WNW of The Geysers, CA",earthquake,0.25,0.66,0.02,3,automatic,nc,nc
2022-01-08T11:15:08.350Z,40.588,-124.0985,18.67,1.6,md,16,60,0.08433,0.1,nc,nc73675626,2022-01-12T22:12:10.561Z,"4km N of Hydesville, CA",earthquake,0.43,0.71,0.087,6,reviewed,nc,nc
2022-01-08T11:11:47.600Z,35.9293333,-117.669,4.13,0.76,ml,18,51,0.02391,0.08,ci,ci39905815,2022-01-11T17:20:17.305Z,"21km E of Little Lake, CA",earthquake,0.11,0.21,0.072,6,reviewed,ci,ci
2022-01-08T11:07:13.790Z,36.0103333,-120.5678333,3.38,0.24,md,15,112,0.02533,0.06,nc,nc73675621,2022-01-12T20:42:11.566Z,"18km NW of Parkfield, CA",earthquake,0.28,0.48,0.298,5,reviewed,nc,nc
2022-01-08T11:03:29.970Z,34.5241667,-118.8328333,12.59,1.62,ml,51,30,0.1275,0.28,ci,ci39905807,2022-01-11T17:14:57.270Z,"13km NNW of Piru, CA",earthquake,0.29,0.83,0.144,42,reviewed,ci,ci
2022-01-08T11:02:39.430Z,51.7303333333333,-177.9425,13.73,0.77,ml,5,269,,0.22,av,av91459071,2022-01-10T21:19:51.220Z,"91 km W of Adak, Alaska",earthquake,1.36,1.64,0.146226555316311,4,reviewed,av,av
2022-01-08T10:53:01.250Z,33.4563333,-116.4975,11.07,0.61,ml,17,63,0.1047,0.11,ci,ci39905799,2022-01-10T14:54:39.874Z,"20km SE of Anza, CA",earthquake,0.24,0.62,0.166,11,reviewed,ci,ci
2022-01-08T10:51:27.620Z,39.69,-122.8685,4.11,2.86,md,41,46,0.2729,0.12,nc,nc73675616,2022-01-13T22:04:10.666Z,"13km WNW of Alder Springs, CA",earthquake,0.21,0.81,0.163,44,reviewed,nc,nc
2022-01-08T10:47:55.120Z,19.1641674041748,-155.472839355469,30.6700000762939,2.36,ml,44,94,,0.150000006,hv,hv72862037,2022-01-08T10:55:01.040Z,"4 km S of Pāhala, Hawaii",earthquake,0.55,0.829999983,4.57,5,automatic,hv,hv
2022-01-08T10:45:28.840Z,37.4885,-118.8426667,3.28,0.34,md,8,329,0.1019,0.03,nc,nc73675611,2022-01-08T19:13:10.887Z,"16km WSW of Toms Place, CA",earthquake,1.99,31.61,0.053,7,reviewed,nc,nc
2022-01-08T10:43:14.100Z,58.3397,-154.8221,4.5,1.3,ml,,,,0.44,ak,ak022deicvv,2022-01-09T07:18:35.230Z,"88 km NNW of Karluk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-01-08T10:30:43.048Z,5.7339,127.0104,115.22,5,mb,,69,1.945,0.67,us,us7000ga61,2022-01-08T10:46:27.040Z,"115 km SE of Pondaguitan, Philippines",earthquake,8.2,6.7,0.064,78,reviewed,us,us
2022-01-08T10:30:23.987Z,61.3445,-147.1893,19.6,1.8,ml,,,,0.84,ak,ak022deflc1,2022-01-08T10:34:53.150Z,"51 km WNW of Valdez, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-01-08T10:17:37.212Z,61.8725,-149.3274,0,2.2,ml,,,,0.83,ak,ak022decu0o,2022-01-08T10:29:24.655Z,"Southern Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-08T10:02:07.940Z,38.847168,-122.8174973,0.83,0.37,md,7,104,0.008766,0.01,nc,nc73675596,2022-01-08T10:24:10.173Z,"9km WNW of Cobb, CA",earthquake,0.36,0.95,,1,automatic,nc,nc
2022-01-08T10:01:31.130Z,38.8436667,-122.8163333,1.05,1.69,md,46,44,0.01227,0.05,nc,nc73675591,2022-01-12T23:44:11.576Z,"8km WNW of Cobb, CA",earthquake,0.13,0.21,0.158,14,reviewed,nc,nc
2022-01-08T10:00:54.340Z,35.9203333,-117.6851667,9.97,0.84,ml,10,76,0.03942,0.04,ci,ci39905791,2022-01-10T14:54:37.057Z,"20km E of Little Lake, CA",earthquake,0.36,0.48,0.136,9,reviewed,ci,ci
2022-01-08T09:53:41.817Z,1.3904,127.9441,13.03,5.3,mww,,81,0.843,0.78,us,us7000ga5w,2022-01-08T11:45:22.849Z,"38 km S of Tobelo, Indonesia",earthquake,3.3,4.5,0.071,19,reviewed,us,us
2022-01-08T09:53:28.106Z,31.98028564,-102.3314834,8.045613607,2.3,ml,17,56,0.02660125132,0.1,tx,tx2022anod,2022-01-11T00:15:54.653Z,"6 km SE of Gardendale, Texas",earthquake,0.7355660893,0.7993592527999999,0.1,7,reviewed,tx,tx
2022-01-08T09:26:41.290Z,36.025,-117.7976667,0.24,0.25,ml,10,115,0.02627,0.09,ci,ci39905783,2022-01-10T16:47:41.592Z,"14km E of Coso Junction, CA",earthquake,0.16,0.35,0.337,5,reviewed,ci,ci
2022-01-08T09:26:27.250Z,36.0243333,-117.8025,0.49,-0.65,ml,7,112,0.0302,0.12,ci,ci37377604,2022-01-10T16:51:08.866Z,"13km E of Coso Junction, CA",earthquake,0.26,0.94,0.119,3,reviewed,ci,ci
2022-01-08T09:19:26.350Z,19.3745002746582,-155.439666748047,12.4300003051758,2.20000005,md,20,98,,0.370000005,hv,hv72861952,2022-01-08T09:22:44.500Z,"19 km NNE of Pāhala, Hawaii",earthquake,1.44,0.889999986,0.939999998,3,automatic,hv,hv
2022-01-08T09:15:02.435Z,58.7917,-153.6129,10.7,1.5,ml,,,,0.29,ak,ak022ddqwbn,2022-01-10T19:42:28.160Z,"91 km NNW of Aleneva, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-08T09:12:08.010Z,46.204,-122.210666666667,3.78,0.24,ml,10,84,0.01439,0.08,uw,uw61810111,2022-01-11T01:12:01.550Z,"37 km NNE of Amboy, Washington",earthquake,0.32,0.55,0.111610434703227,4,reviewed,uw,uw
2022-01-08T09:06:38.463Z,38.1772,-117.8164,8.4,1.6,ml,21,109.33,0.119,0.1521,nn,nn00831394,2022-01-10T17:51:42.743Z,"34 km SE of Mina, Nevada",earthquake,,1.6,0.36,10,reviewed,nn,nn
2022-01-08T09:05:23.550Z,44.8083333,-110.7841667,7.67,0.21,md,6,293,0.05129,0.02,uu,uu60476767,2022-01-10T16:09:12.460Z,"19 km SSW of Mammoth, Wyoming",earthquake,2.31,1.03,0.356,4,reviewed,uu,uu
2022-01-08T09:03:34.476Z,-26.6916,-71.353,10,4.2,mb,,160,0.619,0.57,us,us7000ga5q,2022-01-08T09:36:03.040Z,"125 km NW of Copiapó, Chile",earthquake,3.8,1.7,0.216,6,reviewed,us,us
2022-01-08T09:00:09.320Z,39.4891667,-111.0781667,3.14,1.3,md,6,105,0.1794,0.07,uu,uu60476762,2022-01-10T16:07:05.860Z,"5 km W of Hiawatha, Utah",earthquake,0.81,31.61,0.109,5,reviewed,uu,uu
2022-01-08T08:59:52.640Z,37.604,-119.0001667,1.73,0.17,md,13,189,0.01894,0.05,nc,nc73675586,2022-01-08T09:39:10.874Z,"4km SSW of Mammoth Lakes, CA",earthquake,0.79,0.6,0.228,13,reviewed,nc,nc
2022-01-08T08:38:10.650Z,38.8393326,-122.8063354,1.12,0.85,md,6,85,0.01618,0.15,nc,nc73675576,2022-01-08T08:39:45.516Z,"8km WNW of Cobb, CA",earthquake,1.24,4.52,,1,automatic,nc,nc
2022-01-08T08:34:55.370Z,-30.2735,-177.5903,34.01,5.1,mb,,93,1.048,0.38,us,us7000ga5h,2022-01-08T08:53:29.040Z,"Kermadec Islands, New Zealand",earthquake,11.6,6.1,0.109,27,reviewed,us,us
2022-01-08T08:32:47.780Z,47.791,-114.6071667,5.83,-0.56,md,3,187,0.135,0.03,mb,mb80535809,2022-01-10T16:30:10.060Z,"2 km S of Niarada, Montana",earthquake,0.84,5.75,,1,reviewed,mb,mb
2022-01-08T08:32:19.150Z,38.8381653,-122.8056641,0.3,0.98,md,15,68,0.01197,0.01,nc,nc73675566,2022-01-08T08:33:57.188Z,"7km WNW of Cobb, CA",earthquake,0.2,0.45,0.27,2,automatic,nc,nc
2022-01-08T08:32:05.310Z,38.8391685,-122.8134995,2.63,0.36,md,6,133,0.01598,0.01,nc,nc73675561,2022-01-08T08:33:40.836Z,"8km WNW of Cobb, CA",earthquake,1.29,2.58,,1,automatic,nc,nc
2022-01-08T08:31:24.080Z,38.8351669,-122.807663,0.5,0.98,md,14,58,0.0119,0.02,nc,nc73675556,2022-01-08T08:33:02.171Z,"8km W of Cobb, CA",earthquake,0.22,0.63,0.27,2,automatic,nc,nc
2022-01-08T08:30:31.990Z,38.8348333,-122.809,0.94,0.45,md,27,50,0.01145,0.02,nc,nc73675551,2022-01-12T21:12:11.216Z,"8km W of Cobb, CA",earthquake,0.14,0.32,0.315,5,reviewed,nc,nc
2022-01-08T08:29:50.540Z,38.8370018,-122.8071671,0.51,0.64,md,10,60,0.01321,0.01,nc,nc73675546,2022-01-08T08:31:26.580Z,"8km WNW of Cobb, CA",earthquake,0.22,0.99,,1,automatic,nc,nc
2022-01-08T08:29:32.520Z,38.8391667,-122.8038333,0.78,1.67,md,17,62,0.01056,0.02,nc,nc73675541,2022-01-12T21:49:11.950Z,"7km WNW of Cobb, CA",earthquake,0.17,0.51,,1,reviewed,nc,nc
2022-01-08T08:29:01.760Z,38.8345,-122.8058333,1.12,2.59,md,78,27,0.01157,0.07,nc,nc73675531,2022-01-13T08:36:56.215Z,"7km W of Cobb, CA",earthquake,0.11,0.14,0.15,58,reviewed,nc,nc
2022-01-08T08:28:38.899Z,58.2382,-155.1711,1.4,1.2,ml,,,,0.36,ak,ak022dd8bu9,2022-01-09T07:13:49.000Z,"85 km NNW of Karluk, Alaska",earthquake,,1.9,,,automatic,ak,ak
